posted_on,bhk,rent,size,floor,area_type,area_locality,city,furnishing_status,tenant_preferred,bathroom,point_of_contact
2022-06-04,2,11000,750,Ground out of 1,Carpet Area,Parnasree Pally,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-04,2,14000,650,1 out of 3,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-04,2,14000,909,5 out of 14,Super Area,Mahindra World City,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-04,1,7000,480,4 out of 4,Carpet Area,Taloja Phase 2,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-04,2,90000,800,5 out of 6,Carpet Area,Vile Parle West,Mumbai,Furnished,Family,2,Contact Agent
2022-06-04,2,10000,600,3 out of 4,Super Area,Talaghattapura,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2022-06-04,1,5000,500,1 out of 2,Super Area,T Dasarahalli,Bangalore,Unfurnished,Family,1,Contact Owner
2022-06-04,1,32000,450,10 out of 18,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-06-04,1,7500,400,1 out of 2,Super Area,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-04,1,22000,460,3 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-06-04,2,15000,825,Ground out of 2,Super Area,Hulimavu,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-04,3,52000,200,2 out of 3,Carpet Area,South Extension 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-04,2,10000,800,Ground out of 1,Carpet Area,Guduvancheri,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-04,1,7000,400,Ground out of 2,Super Area,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-04,1,3500,25,3 out of 4,Super Area,Burari,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-04,2,35000,650,5 out of 6,Carpet Area,Thakur Complex,Mumbai,Semi-Furnished,Family,2,Contact Agent
2022-06-04,2,250000,1300,Upper Basement out of 10,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2022-06-04,4,310000,2600,Upper Basement out of 20,Carpet Area,Lokhandwala Complex,Mumbai,Unfurnished,Family,4,Contact Agent
2022-06-04,1,7000,900,3 out of 4,Super Area,Vijayanagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-04,3,13000,70,Ground out of 4,Super Area,Pandav Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-04,3,85000,850,25 out of 35,Carpet Area,"Oberoi Woods, Goregaon East",Mumbai,Semi-Furnished,Family,3,Contact Agent
2022-06-04,2,17000,1000,3 out of 4,Super Area,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-04,1,35000,500,7 out of 23,Super Area,Powai,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-04,2,9000,900,2 out of 4,Super Area,Attiguppe,Bangalore,Furnished,Family,1,Contact Owner
2022-06-04,2,57000,625,9 out of 18,Carpet Area,"Panch Complex, Powai",Mumbai,Furnished,Bachelors,2,Contact Agent
2022-06-05,1,10000,800,Ground out of 3,Super Area,Navalur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-05,2,11000,950,1 out of 1,Super Area,"Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road",Chennai,Unfurnished,Bachelors,2,Contact Owner
2022-06-05,2,2200,550,2 out of 3,Super Area,Behala silpara,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-06-05,1,5200,220,Ground out of 2,Super Area,New Town,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-05,1,8500,550,Ground out of 1,Carpet Area,"Arunachalam Nagar, Madipakkam",Chennai,Unfurnished,Bachelors,2,Contact Owner
2022-06-05,2,17500,1080,1 out of 4,Super Area,Electronic City,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-06-05,1,7000,300,Ground out of 1,Super Area,"Pazhavanthangal, Jawaharlal Nehru Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-05,3,24000,1600,3 out of 5,Carpet Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-05,3,12000,1062,2 out of 3,Super Area,Pudupakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-05,3,65000,2210,Ground out of 2,Carpet Area,"Vedic Village, Rajarhat",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
2022-06-05,1,20000,570,6 out of 7,Super Area,"Leo Ratnakar, Mahavir Nagar",Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2022-06-05,2,11000,450,1 out of 4,Carpet Area,Uttam Nagar,Delhi,Unfurnished,Bachelors,1,Contact Owner
2022-06-05,2,20000,1800,12 out of 19,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-05,3,15500,1600,1 out of 4,Super Area,Madhura Nagar,Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-06-05,1,22000,270,14 out of 23,Super Area,Mahim West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-05,3,7500,1000,Ground out of 2,Carpet Area,south station pally dankuni,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2022-06-05,3,33500,150,2 out of 4,Carpet Area,Paschim Vihar Block A3,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2022-06-06,2,12000,900,Ground out of 1,Carpet Area,Babusapalya,Bangalore,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-06,2,25000,1000,1 out of 2,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,2,Contact Agent
2022-06-06,2,9000,800,Ground out of 2,Super Area,Mudichur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-06,2,24000,1100,Ground out of 3,Super Area,Vadapalani,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-06,2,13000,1400,Ground out of 1,Super Area,"Mallampet, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-06,3,70000,2000,3 out of 4,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-06,1,10000,600,Ground out of 1,Carpet Area,"Jeevan Bima Nagar, Airport Road",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-06,1,25000,700,5 out of 5,Carpet Area,"Dwarakapuri, Punjagutta, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-06,2,11000,1200,1 out of 1,Carpet Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Unfurnished,Bachelors,2,Contact Owner
2022-06-06,1,9000,550,2 out of 3,Super Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-06,1,7000,800,1 out of 1,Carpet Area,Babusapalya,Bangalore,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-06,3,18000,1450,1 out of 5,Carpet Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-06-06,2,14500,1150,1 out of 1,Carpet Area,"Zamin Pallavaram, Pallavaram",Chennai,Unfurnished,Bachelors,2,Contact Owner
2022-06-06,1,22000,720,3 out of 3,Carpet Area,Shakti Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-06,3,33000,1760,8 out of 9,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-06,3,30000,1500,5 out of 5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-06,2,12000,350,2 out of 2,Carpet Area,Malkajgiri,Hyderabad,Unfurnished,Bachelors,1,Contact Owner
2022-06-06,3,22000,1100,Ground out of 2,Super Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-06,2,11000,803,1 out of 2,Super Area,"Moulivakkam, Moulivakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-06,3,130000,1100,3 out of 8,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2022-06-06,2,12000,750,Ground out of 3,Super Area,Andal Nagar,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-06,2,85000,900,27 out of 45,Carpet Area,"Ruparel Ariana, Parel",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-06,3,25000,1100,2 out of 3,Super Area,"Regent Estate, Bijoygarh",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
2022-06-06,3,14000,1400,3 out of 4,Super Area,"Bolarum, Medchal Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-06,3,16000,1200,Ground out of 2,Carpet Area,"Baishnabghata, Garia",Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-06,1,7000,400,Ground out of 2,Super Area,Nanmangalam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-06,3,16000,1200,2 out of 3,Super Area,Uttarahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-06,2,10000,1300,Ground out of 1,Super Area,Kalikapur,Kolkata,Semi-Furnished,Family,2,Contact Owner
2022-06-06,2,7000,1000,1 out of 2,Super Area,"Hayathnagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-06,3,20000,2000,1 out of 3,Carpet Area,Srisailam Highway,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-06,4,36000,2050,1 out of 3,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-06,4,110000,3000,2 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,5,Contact Agent
2022-06-06,2,17000,1100,1 out of 4,Carpet Area,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
2022-06-06,3,13000,1450,2 out of 5,Super Area,Bachupally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-06,3,40000,1600,Ground out of 3,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-06-06,1,40000,600,3 out of 7,Carpet Area,Lokhandwala Complex,Mumbai,Furnished,Family,2,Contact Agent
2022-06-06,1,6000,600,8 out of 5,Carpet Area,Pratiraksha Nagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-06,2,12500,570,1 out of 3,Super Area,Btm Layout Stage 4,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-06,1,6000,50,3 out of 4,Carpet Area,Mahavir Enclave Part 3,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-06,2,12000,900,3 out of 4,Carpet Area,Gwachiwali,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-06,2,26000,1160,6 out of 7,Super Area,"Madinaguda, Hafeezpet, NH 9",Hyderabad,Furnished,Family,2,Contact Owner
2022-06-06,1,15000,600,3 out of 3,Super Area,J P Nagar,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2022-06-06,1,13900,650,1 out of 6,Super Area,Suraram,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-06,1,3000,100,1 out of 2,Super Area,New Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-06,1,55000,500,8 out of 18,Carpet Area,Hiranandani Gardens,Mumbai,Unfurnished,Bachelors,1,Contact Agent
2022-06-06,3,22000,1500,3 out of 6,Super Area,Petbasheerabad,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-06,2,10500,500,2 out of 3,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-06,1,200000,8000,Ground out of 4,Super Area," Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,10,Contact Owner
2022-06-07,4,380000,2800,36 out of 81,Carpet Area,"World One Tower Mumbai, Worli",Mumbai,Unfurnished,Bachelors,5,Contact Agent
2022-06-07,4,350000,2880,45 out of 60,Carpet Area,"Lodha World Crest, Lower Parel",Mumbai,Unfurnished,Bachelors,5,Contact Agent
2022-06-07,2,9000,600,1 out of 3,Super Area,Ayanavaram,Chennai,Furnished,Bachelors/Family,1,Contact Owner
2022-06-07,1,14000,640,6 out of 7,Super Area,Mira Road,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
2022-06-07,2,55000,790,9 out of 15,Carpet Area,"Vijaya Heritage, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-07,3,18000,1200,1 out of 1,Carpet Area,Nesapakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-07,2,13000,680,1 out of 1,Super Area,T.Nagar,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-07,1,5000,450,1 out of 2,Carpet Area,"Fartabad, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-07,2,12000,905,3 out of 6,Super Area,Kanakapura Road,Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-06-07,2,75000,700,4 out of 7,Carpet Area,Santacruz West,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-07,1,5000,400,1 out of 1,Carpet Area,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-07,2,26000,800,1 out of 2,Carpet Area,"Palm Avenue Kolkata, Ballygunge",Kolkata,Unfurnished,Bachelors,2,Contact Agent
2022-06-07,2,9500,530,1 out of 3,Carpet Area,Byatarayanapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-07,4,30000,1800,6 out of 8,Super Area,Dwarka Sector 22,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner
2022-06-07,1,5000,350,1 out of 1,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-07,2,57000,800,5 out of 20,Carpet Area,"Nahar Amrit Shakti powai, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-07,3,40000,1220,2 out of 3,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-07,2,20000,1000,3 out of 3,Super Area,"Gaurav Apartment, Indraprastha Extension, Patparganj",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-07,1,11500,450,3 out of 4,Carpet Area,"Bhogal, Jangpura",Delhi,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-07,3,67000,1050,6 out of 8,Carpet Area,Chembur,Mumbai,Semi-Furnished,Family,3,Contact Agent
2022-06-07,2,25000,1145,4 out of 4,Super Area,Navalur,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-07,3,13000,965,Ground out of 2,Super Area,Mangadu,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-07,4,100000,1560,12 out of 19,Carpet Area,"diamond garden, Chembur",Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent
2022-06-07,2,12000,900,1 out of 2,Super Area,Kolathur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-07,2,7500,600,3 out of 4,Carpet Area,Karihobanahalli,Bangalore,Unfurnished,Bachelors,1,Contact Owner
2022-06-07,2,12000,1000,3 out of 5,Super Area,Vidya Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-07,3,15000,1500,1 out of 2,Super Area,"Biren Roy Road (W) Chowrashtra Behala, Raja Rammohan Roy Road",Kolkata,Unfurnished,Family,2,Contact Owner
2022-06-07,2,19000,1250,1 out of 2,Super Area,"Okkiyam Thuraipakkam, E Coast Road",Chennai,Semi-Furnished,Family,2,Contact Owner
2022-06-07,1,12500,555,6 out of 7,Super Area,"Hubtown Gardenia, Mira Road",Mumbai,Unfurnished,Bachelors,1,Contact Owner
2022-06-07,1,7500,680,Ground out of 2,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-07,3,16000,1525,6 out of 29,Carpet Area,Thalambur,Chennai,Semi-Furnished,Family,3,Contact Owner
2022-06-07,3,15000,1360,5 out of 9,Super Area,Chandapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-07,1,7500,680,1 out of 3,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-08,3,18000,800,2 out of 3,Super Area,Hari Nagar Ashram,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-08,2,12500,950,2 out of 8,Super Area,Yelahanka Dodda Ballapur Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,3,16500,1600,2 out of 5,Super Area,Attapur,Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-06-08,2,7000,350,2 out of 4,Super Area,Raj Nagar 2,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,2,9000,480,1 out of 4,Super Area,Rohini Sector 21,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,1,17000,400,3 out of 4,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2022-06-08,2,10000,1200,Ground out of 4,Super Area,Jogupalya,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,2,31000,700,2 out of 8,Super Area,"Sai Aasha Daya, Mulund East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,3,38000,165,2 out of 4,Carpet Area,"Dayanand Vihar, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-08,3,350000,1663,19 out of 85,Carpet Area,"Indiabulls Blu, Worli Naka Acharaya Atre Chowk",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-08,2,15000,550,4 out of 4,Carpet Area,Dori Walan,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-08,3,35000,2100,1 out of 2,Super Area,Srinivaspura,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2022-06-08,2,20000,800,2 out of 5,Super Area,Janakpuri,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,3,160000,1095,40 out of 75,Carpet Area,"Lodha The Park, Worli",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-08,3,14000,600,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,3,Contact Agent
2022-06-08,1,9500,400,2 out of 4,Carpet Area,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-08,3,35000,1250,4 out of 5,Super Area,Raj Bhawan Road,Hyderabad,Furnished,Bachelors,2,Contact Owner
2022-06-08,1,3000,350,Ground out of 3,Super Area,Belghoria,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-08,1,4700,250,2 out of 2,Super Area,Kaikhali,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,1,35000,500,1 out of 5,Super Area,Ghatkopar West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,1,15000,420,6 out of 7,Carpet Area,Dahisar East,Mumbai,Semi-Furnished,Family,1,Contact Agent
2022-06-08,1,8000,750,1 out of 3,Super Area,"Prakruthi Township, Hennur",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-08,2,30000,450,Ground out of 1,Carpet Area,Sethi floor nihal vihar,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,1,14900,450,Ground out of 5,Carpet Area,Rohini Sector 18,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,2,15000,180,Ground out of 2,Carpet Area,"Kachiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-08,1,6500,500,2 out of 5,Super Area,Aduru,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,1,4700,250,Ground out of 1,Super Area,"Dash Drone, Rajarhat Newtown",Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,2,10000,700,1 out of 2,Super Area,Benia Pukur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-08,2,60000,710,5 out of 18,Carpet Area,"Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-08,1,10000,600,3 out of 4,Super Area,Btm Layout Stage 4,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,1,9000,600,3 out of 4,Carpet Area,"Chelekare, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,1,Contact Owner
2022-06-08,3,15000,900,1 out of 3,Super Area,Narela,Delhi,Furnished,Bachelors/Family,3,Contact Owner
2022-06-08,3,8000,1500,1 out of 1,Carpet Area,Cherlopalli TIRUPATI,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner
2022-06-08,3,300000,1600,18 out of 23,Super Area,"Chaitanya Towers, Prabhadevi",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Owner
2022-06-08,3,160000,1355,30 out of 45,Carpet Area,"Oberoi Exquisite II, Film City Road",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2022-06-08,1,7000,600,2 out of 3,Super Area,Kadugodi,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-08,3,3500000,2500,4 out of 4,Carpet Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2022-06-08,3,160000,1100,8 out of 10,Carpet Area,Santacruz West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-08,1,11000,600,2 out of 4,Super Area,Kudlu,Bangalore,Semi-Furnished,Family,1,Contact Owner
2022-06-08,2,15000,1234,1 out of 14,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,4,190000,4000,Ground out of 2,Super Area,Koramangala,Bangalore,Furnished,Bachelors/Family,5,Contact Owner
2022-06-08,2,6000,800,3 out of 4,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-08,5,22500,960,Ground out of 1,Super Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-08,1,10000,500,2 out of 5,Super Area,Marathahalli-Sarjapur Outer Ring Road,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,2,5500,500,Ground out of 2,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-08,1,22000,280,3 out of 7,Carpet Area,"Suryodaya CHS, Prabhadevi",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-08,2,7500,800,Ground out of 2,Carpet Area,Bonhooghly,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-06-08,2,10000,600,2 out of 4,Super Area,Hommadevanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,1,6000,400,Ground out of 1,Super Area,"Qutub Vihar, Dwarka",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-08,1,9000,800,1 out of 2,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-08,3,8000,800,2 out of 3,Super Area,Bansdroni,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,2,45000,1320,Lower Basement out of 2,Super Area,Ballygunge,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,1,12000,600,2 out of 3,Super Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,4,17401,650,4 out of 4,Super Area,Patel Nagar West,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,3,35000,170,4 out of 4,Carpet Area,"Chitra Vihar, Swasthya Vihar",Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-08,1,10000,450,3 out of 4,Super Area,Rohini Sector 18,Delhi,Unfurnished,Bachelors,1,Contact Owner
2022-06-08,3,40000,3500,1 out of 2,Super Area,Salt Lake City,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,2,17000,1000,2 out of 4,Super Area,JAR Shikara,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,4,120000,4105,11 out of 25,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-06-08,1,30000,415,5 out of 8,Carpet Area,"Ekta Meadows, Borivali East",Mumbai,Unfurnished,Bachelors,2,Contact Agent
2022-06-08,3,15000,1500,2 out of 3,Carpet Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-08,2,13000,1000,1 out of 4,Super Area,Whitefield,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-08,1,8000,800,3 out of 3,Carpet Area,Vidya Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-08,2,12000,950,1 out of 1,Carpet Area,"Jote Shibrampur, Joth Shibrampur",Kolkata,Unfurnished,Bachelors,2,Contact Owner
2022-06-08,3,280000,1600,5 out of 12,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2022-06-08,2,6000,900,Ground out of 3,Super Area,Baguiati,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2022-06-08,3,20000,1465,2 out of 4,Super Area,Sunkadakatte,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-08,3,100000,1975,12 out of 18,Super Area,"Egmore, PH Road",Chennai,Semi-Furnished,Family,3,Contact Agent
2022-06-08,1,22000,460,2 out of 8,Super Area,Sion,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-08,1,8000,540,4 out of 4,Carpet Area,"Sanath Nagar, NH 9",Hyderabad,Unfurnished,Family,1,Contact Owner
2022-06-08,2,12000,800,2 out of 4,Super Area,"Btm Layout Stage 2, BTM Layout",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-09,2,12000,700,3 out of 3,Carpet Area,BHEL,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-09,3,15000,1422,4 out of 7,Super Area,Adibatla,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-09,3,38000,2100,2 out of 2,Super Area,Ashok Nagar,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-09,2,6000,425,2 out of 3,Carpet Area,Nimta,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-09,2,11000,2000,Ground out of 3,Carpet Area,Behala Chowrasta,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-09,2,18000,800,Ground out of 2,Carpet Area,Anna Nagar East,Chennai,Semi-Furnished,Bachelors,2,Contact Agent
2022-06-09,3,55000,1350,11 out of 28,Carpet Area,"Ekta Meadows, Borivali East",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2022-06-09,3,68000,1450,2 out of 4,Carpet Area,Lajpat Nagar 3,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
